Bill Run Date,Service Id,Customer Id,Site ID,Own By,RCA Category,RCA  Sub Category,ABP Analysis,OSO Analysis - Rebill,Review Comment,Patch Details - All,Next Action,Lession Learnt,Previous ReviewComments
1-Jul-25,UNI_401_1595391 UNI_401_1595906 EVCE_401_1595601 EVCE_401_1594165 EQP_401_1595341,130273235, , , , ,"NB call came on 13-JUN-25 00:00:00 to cease the UNI_401_1595391 subscriber with the date of 18-APR-25 18:59:59

NB call came on 13-JUN-25 00:00:00 to cease the UNI_401_1595906 subscriber with the date of 18-APR-25 18:59:59

NB call came on 13-JUN-25 00:00:00 to cease the EVCE_401_1595601 subscriber with the date of 18-APR-25 18:59:59

NB call came on 13-JUN-25 00:00:00 to cease the EVCE_401_1594165 subscriber with the date of 18-APR-25 18:59:59

NB call came on 13-JUN-25 00:00:00 to cease the EQP_401_1595341 subscriber with the date of 18-APR-25 18:59:59",Activity retrieve port status from inventory was in error from april to 3rd june then 10 day mandatory wait rule.. this is CLIPS activity they should provide the reason for this.. RCA interface CLIPS,"6/25 Saurabh - Marked as Discussed, no patching needed
Biswajit to open new case for RCA on CLIPS
CAS2707146 Opened for RCA

[07/01 Biswajit] - Backbilled from the Date Apr 19",,,,
1-Jul-25,UNI_451_3409773 EVCE_451_3401314,130941859, , , , ,"NB call came on 05-JUN-25 00:00:00 to cease the UNI_451_3409773 subscriber with the date of 18-APR-25 18:59:59

NB call came on 05-JUN-25 00:00:00 to cease the EVCE_451_3401314 subscriber with the date of 18-APR-25 18:59:59",we have CLIPS DB ISSUE  on 17th & 18th  APril  so that leads to OSO env unstabality and bounce and because of that environemnt might be unstable for some time that caused activity not released on 18th April.. later someone manually released billing cease on june,"6/25 Saurabh - Marked as Discussed, no patching needed

[07/01 Biswajit] - Backbilled from the Date Apr 19",,,,
1-Jul-25,EQP_411_3812133 SACM_411_3791733 BVE_411_3780688 EQP_411_3800257,131153018, , , , ,"NB call came on 04-JUN-25 00:00:00 to cease the EQP_411_3812133 subscriber with the date of 30-APR-25 18:59:59

UpdateParameter call came on 04-JUN-25 00:00:00 to update parameters of SACM_411_3791733 subscriber with the date of

NB call came on 18-JUN-25 00:00:00 to cease the BVE_411_3780688 subscriber with the date of 30-APR-25 18:59:59

UpdateParameter call came on 04-JUN-25 00:00:00 to update parameters of EQP_411_3800257 subscriber with the date of ",Its is a HOTCUT move order and our cease order is waiting for provide order to complete. the major delay observed from may to June 4 is on DOC GO/NOGO task delayed by user. working as design cease order will not progress until provide reach to a certain point,"6/25 Saurabh - Dale to check with CPM why old EQP , BVE disconnected from 4/30 but new one activated from 6/4/25 , hotcut move should have no gaps in service dates

6/25- Dale- CPM confirmed disconnect date should be 6/4 not 4/30. Patch needed

6/26 Saurabh - Approved to Patch",,,,
1-Jul-25,"BVE4313110 EQP4313136
sub no 1775873 1775853",131158298, , , , ,"NB call came on 04-JUN-25 00:00:00 to activate the BVE4313110 subscriber with the date of 30-MAY-25 14:38:28

NB call came on 04-JUN-25 00:00:00 to activate the EQP4313136 subscriber with the date of 30-MAY-25 14:38:28","Approintment date for tech install was of 31st may, and that day user also completed the verification task at OSO like go / no -go but the work order for installation was closed on 4th June that caused the delay.. need to check wih user and WFX for WOid->10019457238220970001 where it was pending.. RCA seems to be interface for now",6/25 Saurabh - Discussed,,,,
1-Jul-25,UNI_411_3843073 EVCE_411_3890736 SACM_411_3926517 EQP_411_3853137,131159698, , , , ,"NB call came on 09-JUN-25 00:00:00 to cease the UNI_411_3843073 subscriber with the date of 25-APR-25 18:59:59

NB call came on 09-JUN-25 00:00:00 to cease the EVCE_411_3890736 subscriber with the date of 25-APR-25 18:59:59

NB call came on 09-JUN-25 00:00:00 to cease the SACM_411_3926517 subscriber with the date of 25-APR-25 18:59:59

NB call came on 09-JUN-25 00:00:00 to cease the EQP_411_3853137 subscriber with the date of 25-APR-25 18:59:59",on 24th April activity hotcut hard disconnect was supposed to released being an HOTCUT order but on 24th   There were couple of long running sessions at clips DB and also backlog was there in JMs queue due to which . slowness was there. so again OSO performace is one way or another dependent on CLIPS thay may have caused the issue. later this activity worked on re-execute seems like intermitent env isue because of CLIPS HOgging threads,"6/25 Saurabh - Marked as Discussed, no patching needed
Biswajit to open new case for RCA on CLIPS
CAS2707275 opened foe RCA",,,,
1-Jul-25, , , , , , , , , ,,,,
1-Jul-25, , , , , , , , , ,,,,
1-Jul-25, ,131158035, , , , , , ,"Subscriber 1453642 has promotion with offer instance 37207029 . Promotion ended on Jun-3-2025 but it is still effective in bl1_rc_rates.
Please run following update statement in DB -> update bl1_rc_rates set amount = 0 where service_receiver_id = 1453642 and offer_instance = 37207029 and rc_rate_seq_no = 2455090

[6/30 Abhishek]: Approved ",,,,
1-Jul-25, ,131166316, , , , , , ,"Subscriber 1450657 has promotion with offer instance 37293758 . Promotion ended on May-18-2025 but it is still effective in bl1_rc_rates.
Please run following update statement in DB -> update bl1_rc_rates set amount = 0 where service_receiver_id = 1450657 and offer_instance = 37293758 and rc_rate_seq_no = 2427134 -> Mark For Rebill

[6/30 Abhishek]: Approved by Dale to patch",708862819,,,
15-Jun-25,MR2318155 EQP2318154 ,130416033,OSite_651428_1 , , , ,"MR ceased with the date of 29-MAR-23, whereas EQP ceased with the date of 19-MAR-25","Cease order was places in Dec 2022 and DMD data is corrupted here.Order is delayed due to some unknow reason which is non-conclusive being corrupted data. Please check with TTU team/User for correct Cease date/usage of MR service.More than 25+ SR's on this customer. Handled under SR019568041.
next Step: Verify the date and patch it accordingly post approval. ","4/7: To see if we have more instances where EQP and service dates are out of sync.
To see if there was any issue in the earlier phases of the 25 SRs that we had for this customer. Need to share the list of 25+ SRs.
04/09: Prateek 2022 order do not have enough logs to conclude why PTD was not released at that time as of now cease date from system is 5th March 2025 if any ither date is required user should confirm

04/09: Joe to check with TTU when the usage went down
4/11 Saurabh - Its still Billing as per user (Dale confirmed). As of right now not taking applying any WA in Billing (MR ceased from 2023 and EQP from 2025). Credits will be given for MR as per impacts mentioned

4/14: Dale would check with MR team. Somnath to raise SR, we will track this cusotmer in the next month through the SR. For now, we will remove this cusotmer from rebill.

[5/27 Abhishek]: Dale is still checking with MR team about the MR disconnect dates

**5/28 Saurabh - Duplicate of old BR item #1688
5/28 Dale: Spoke to MR team and CPM. Back date to Dec 2022 is correct. Customer was supposed to drop off equipment but hasnt yet. Euipment still active because CLIPS task to deactivate the device was skipped in WA. Need to add to back to rebill and let backdate process

5/28 Saurabh - Need to reactivate rebill request but with Dec'22 . Currently services are ceased with March 2023 date (need to backdate to Dec'22)
select * from bl1_technical_mark where entity_id=130416033;

6/3: Dale/Zach would check with CPM for the exact disconnect date.

6/4: CAS2620880- Disconnection date 12/13/2022
6/6 Saurabh - Billing patch applied to disconnect MR and EQP from 12/13/2022 , sending SR back for closure.  Patch details and backup table updated in patch_details column.",708743532,,,
15-Jun-25,EVCE_135_2027057,130369402,OSite_614799_1,NA, , ,"UpdateParameter call came on 29-MAY-25 00:00:00 to update parameters of EVCE_135_2027057 subscriber with the date of 11-JAN-24 00:00:00

Parameter name Protected NRC price updated. Old value: {-1}. New value: {0.0}.
Parameter name Custom terms updated. Old value: {0}. New value: {NA}.","here NB call delayed due to Billing Sync Point which was impact of amdocs Release day on 11th Jan. RCA:- Environment issue

6/13: Internal mail initiated with Amdocs Design Team. Will update as per their input. Billing Date is correct .","6/12: Abhishek A. to check this further
6/13: Sumanta to create a case. Need to have this added in tracker for Open items for RCA of delay.
CAS2677132 raised","708723671 - This needs discussion as 11th Jan is not showing on Bill. As discussed, it's not showing as  - Removed from rebill.",,,
15-Jun-25,EVCE3117075 UNI3117077 SAC3116742 EQP3117074,130537266,OSite_745808_1,NA, , ,NB call came on 20-MAY-25 00:00:00 to activate the  subscribers with the date of 18-SEP-24 10:33:15,Here Notification Group was not decomposed back in April 2024.this was handled under the SR: CAS2611530 with the RCA : Not Reproducible due to absence of logs,"6/9: Need to patch it for 90 days, but will be approved once we have the impacts
6/11 Saurabh -Approved to Patch for last 90 days billing
6/12: sumanta to raise a ticket for tracking the patch
CAS2673994 raised",708758600,,,
15-Jun-25,INS3694305 BI3694167 SAC3694037 EQP3694177,130980457,OSite_862141_1,NA, , ,"NB call came on 29-MAY-25 00:00:00 to activate the INS3694305 subscriber with the date of 04-DEC-24 13:20:51

NB call came on 29-MAY-25 00:00:00 to activate the BI3694167 subscriber with the date of 04-DEC-24 13:20:51

NB call came on 29-MAY-25 00:00:00 to activate the SAC3694037 subscriber with the date of 04-DEC-24 13:20:51

NB call came on 29-MAY-25 00:00:00 to activate the EQP3694177 subscriber with the date of 04-DEC-24 13:20:51",Here We can see user has changed the PTD for 2040 without any UD Amend and hence kept the flow to complete. later on 29th may he changed the PTD 30th May. Please confirm usage with TTU.,"6/12: Sonalika to check with TTU as to when the user started using the services
6/12- Checked with CPM Paula Thornhill, this site got activated on 4th Dec 2024.
Per her they were cancelling some other sites for this customer and ptd for this site probably got changed accidently.
6/12 Saurabh - Approved to Patch for last 90 days. Correct offer effective date and rebill request to charge only for last 90 days

6/15: Sumanta to create a ticket for tracking the patch.",708836798,,,
15-Jun-25,EQP_455_3314267 EQP_455_3313509 PRI_455_3313229 SACM_455_3306349,130824527,OSite_804917_1,NA, , ,"NB call came on 15-MAY-25 00:00:00 to cease the EQP_455_3314267 subscriber with the date of 24-DEC-24 17:59:59

NB call came on 15-MAY-25 00:00:00 to cease the EQP_455_3313509 subscriber with the date of 15-MAY-25 08:32:36

NB call came on 15-MAY-25 00:00:00 to cease the PRI_455_3313229 subscriber with the date of 24-DEC-24 17:59:59

NB call came on 15-MAY-25 00:00:00 to cease the SACM_455_3306349 subscriber with the date of 15-MAY-25 08:32:37","initially this was PRI to BV transistion and hence PRI Cease flow was  stuck at ""Hot Disconnect Wait""  awaiting for the BV flow which was manually cancelled .Please check with User on BV order and validate the current order. Also Note We can see multiple TOS SR on this customer .Date is correct here.

6/13: We had already checked the Provided SR CAS2607581(INC000009567636) and this was not helpful in concluding our RCA. Please check with user only for the BV Service as discussed in previous Rebill call.","6/12: Abhsihek A. to check the ticket CAS2607581. INC000009567636.
6/13: Patrick Ochabillo: sonalika to check with the user what is the expectation here?. BV was manually cancelled and PRI is also ceased now.",,,,
15-Jun-25,CNCV3709932 SAC3709889 EQP3709918,130965744,OSite_849918_1,NA, , ,"NB call came on 26-MAY-25 00:00:00 to activate the CNCV3709932 subscriber with the date of 11-FEB-25 06:00:00

NB call came on 26-MAY-25 00:00:00 to activate the SAC3709889 subscriber with the date of 11-FEB-25 06:00:00

NB call came on 26-MAY-25 00:00:00 to activate the EQP3709918 subscriber with the date of 11-FEB-25 06:00:00",User Task Delay- Offnet order Complete by Ellis martina ,"6/12 : Anisha to update the impacts. Sumanta to raise a ticket for the patch
CAS2674028 raised",,,,
15-Jun-25,EVCE2560253 UNI2560251 EQP2560252 SAC2560160,130470342,OSite_683899_1,NA, , ,"NB call came on 26-MAY-25 00:00:00 to cease the EVCE2560253 subscriber with the date of 01-APR-25 18:59:59

NB call came on 26-MAY-25 00:00:00 to cease the UNI2560251 subscriber with the date of 01-APR-25 18:59:59

NB call came on 26-MAY-25 00:00:00 to cease the EQP2560252 subscriber with the date of 01-APR-25 18:59:59

NB call came on 26-MAY-25 00:00:00 to cease the SAC2560160 subscriber with the date of 01-APR-25 18:59:59","Interface: SNP: NB Call delayed due to SNP fallout on UNI Interface Fiber underlay Turndown.No related SR found in our record. For any further clarification, please check with SNP team.","6/9: Sonalika/Anargha to check with SNP team regarding the fallout.
Anargha: Have created JIRA ticket with SNP team to check regarding the Fallout

6/12: Update from SNP - According to the logs, no errors were detected. The involved device seems reachable, but we couldn’t establish an SSH connection to it using our service accounts. It also appears that a message was received from CMPS. From the SNP/NOMAD side, we can retry the task if necessary ",,,,
15-Jun-25,EQP3688216 BVE3688219,130533395,OSite_722271_1,NA, , ,"NB call came on 15-MAY-25 00:00:00 to activate the EQP3688216 subscriber with the date of 13-MAY-25 17:21:07

NB call came on 15-MAY-25 00:00:00 to activate the BVE3688219 subscriber with the date of 13-MAY-25 17:21:07",This is working as designed. Two day delay is acceptable. Got captured in Rebill due to cycle change,6/9: Discussed,,,,
15-Jun-25,EVCE3460408,130710119,OSite_838120_1,NA, , ,"UpdateParameter call came on 19-MAY-25 00:00:00 to update parameters of EVCE3460408 subscriber with the date of 07-APR-25 00:00:00.

(Static IP added with the date of 4/7)","This needs discussion among SQO/ABP/OSO.
Request for an SR for RCA","6/11: Sumanta to raise ticket for this case
CAS2671119 raised
6/11 Saurabh - CAS2671119 moved to SQO to understand why STATIC IP was added with a backdated date
SQO/OSO team - Please check , why was STATIC IP added with backdated date.

customer id 130710119
subscriber no 1761150/EVCE3460408 billing id 43394115 , offer Static IP (MRC) was added on this subscriber on 5/19/25 with backdate eff date of 4/7/25",,,,
15-Jun-25,EQP_455_3310025 EQP_455_3309239 PRI_455_3306017 SACM_455_3313370,130824524,OSite_804677_1,NA, , ,"NB call came on 18-MAY-25 00:00:00 to cease the EQP_455_3310025 subscriber with the date of 09-MAY-25 18:59:59

NB call came on 18-MAY-25 00:00:00 to cease the EQP_455_3309239 subscriber with the date of 18-MAY-25 20:06:56

NB call came on 18-MAY-25 00:00:00 to cease the PRI_455_3306017 subscriber with the date of 09-MAY-25 18:59:59

NB call came on 18-MAY-25 00:00:00 to cease the SACM_455_3313370 subscriber with the date of 18-MAY-25 20:06:54",This is working as designed. Here We have 10 days delay which was due to mandatory wait rule of Registered timed Action. got captured in Rebill due to cycle change.,"6/9 : discussed

06/16 - [Biswajit]  - Offers are ceased on May 09th and May 14th in the latest Bill.",,,,
15-Jun-25,EQP3584917 BVE3584919,130967827,OSite_851603_1,NA, Interface,DCP Fallout,"NB call came on 21-MAY-25 00:00:00 to activate the EQP3584917 subscriber with the date of 29-APR-25 16:31:02

NB call came on 21-MAY-25 00:00:00 to activate the BVE3584919 subscriber with the date of 29-APR-25 16:31:02","Interface: here NB got delayed due to DCP fallout on ""CNAM provisioning in Neustar""","6/11: Sumanta to raise a ticket for #1749 and #1753
CAS2671158 raised

06/16 - [Biswajit] - Services started on Apr 29 as per the latest bill.",,,,
15-Jun-25,BVE4021590 EQP4021592,131185221,OSite_910538_1,NA, , ,"NB call came on 19-MAY-25 00:00:00 to activate the BVE4021590 subscriber with the date of 09-MAY-25 10:51:22

NB call came on 19-MAY-25 00:00:00 to activate the EQP4021592 subscriber with the date of 09-MAY-25 10:51:22",This is working as designed. Here We have 10 days delay which was due to mandatory wait rule of Registered timed Action. got captured in Rebill due to cycle change.,"6/9 : discussed

06/16 - [Biswajit] - Services started on May 08 as per the latest bill",,,,
15-Jun-25,BVE4054866,131190817,OSite_913908_1,NA, , ,NB call came on 15-MAY-25 00:00:00 to activate the BVE4054866 subscriber with the date of 13-MAY-25 18:11:39. All other subscriber also active from 13-MAY-25,This is working as designed. Two day delay is acceptable. Got captured in Rebill due to cycle change,"6/9 : discussed

06/16 - [Biswajit] - BVE Services started on May 13 as per the latest bill",,,,
15-Jun-25,BVE4313902 EQP4313903,131205836,OSite_923976_1,NA, , ,"NB call came on 15-MAY-25 00:00:00 to activate the BVE4313902 subscriber with the date of 13-MAY-25 15:12:12

NB call came on 15-MAY-25 00:00:00 to activate the EQP4313903 subscriber with the date of 13-MAY-25 15:12:12",This is working as designed. Two day delay is acceptable. Got captured in Rebill due to cycle change,6/9 : discussed,,,,
15-Jun-25,BVE4156929 EQP4156992,131206154,OSite_924414_1,NA,Interface,DCP Fallout,"NB call came on 16-MAY-25 00:00:00 to activate the BVE4156929 subscriber with the date of 02-MAY-25 10:22:05

NB call came on 16-MAY-25 00:00:00 to activate the EQP4156992 subscriber with the date of 02-MAY-25 10:22:05","Interface: here NB got delayed due to DCP fallout on ""CNAM provisioning in Neustar"".",CAS2671158 raised,,,,
15-Jun-25,BVE4351348 EQP4351347,131242821,OSite_954776_1,NA, , ,"NB call came on 16-MAY-25 00:00:00 to activate the BVE4351348 subscriber with the date of 14-MAY-25 11:50:52

NB call came on 16-MAY-25 00:00:00 to activate the EQP4351347 subscriber with the date of 14-MAY-25 11:50:52","Here We have 2 days delay due to user delaying task - ""DOI Call flow Design"". This is not a huge delay captured due to cycle change. WAD/User Education",6/9 : discussed,,,,
15-Jun-25,BVE_535_4277593,131224209, , , , ,"An updateSubscriber call came for subscriber 1722501 on 10-JUN-25, but its call to Invoicing failed. Defect ", ,"6/11: Sumanta to raise a ticket
CAS2671024 raised","as per WA effective date of RC to 15-APR-25 however, it's not found in Bill. as discussed it's not shoiwng as no impact.",,,
15-Jun-25,BVE_535_4277593,131223863, , , , ,"An updateSubscriber call came for subscriber 1722501 on 10-JUN-25, but its call to Invoicing failed. Defect ", ,"6/11: Sumanta to raise a ticket
CAS2674061 raised",,,,
15-Jun-25, , , , , , , , , ,,,,
15-Jun-25, , , , , , , , , ,,,,
1-Jun-25,EQP3122947,130617081,NA,NA, , ,Update subscriber call received on 15th May to change the quantity of offer--Device and Accessories - Equipment Fee (MRC) with the backdate of 8th April 2024.,User education: User - Bumatay Marithel delayed the manual GT- Capture ESG Installation from 25th June 2024 to 15th may 2025,"[5/27 Abhishek]: Sonalika/team to check with user about the dealy of the task.

5/27 Angelo: No update from user

[5/28 Abhishek]: No update from User, Sonalika/team is still checking.

5/28 Angelo: User advised this order was actually from Leanna Cavazos, she moved to a new role now. User closed her task because they received an email regarding their teams' tasks that were not closed.  And she said she dont know the reason why it was left, it could have been a missed opportunity or simply a stuck task.
(Swap device on x2945 to a new CCX 500)

5/28 Saurabh - Marking as Discussed",,,,
1-Jun-25,EQP_451_3423701,130944291,NA,NA,Interface,DCP Fallout,Update subscriber call received on 15th May to change the quantity of offer--Device and Accessories - Equipment Fee (MRC) with the backdate of 14th June 2024.,"Interface: DCP Fallout: Here NB call got delayed due to DCP fallout on ""Notify DCP Equipment Completed"" since June 2024.No SR found in our dashboard and fallout was completed by  User itself only.","[5/27 Abhishek]: Abhishek B to update the impact

[5/27 Abhishek]: Abhishek A (OSO) to send an email to Joe/team about the additional impacts.

[5/28 Abhishek]: Impacts is updated.",,,,
1-Jun-25,EQP_451_3401972,130942360,NA,NA,Interface,DCP Fallout,Update subscriber call received on 15th May to change the quantity of offer--Device and Accessories - Equipment Fee (MRC) with the backdate of 14th June 2024.,"Interface: DCP Fallout: Here NB call got delayed due to DCP fallout on ""Notify DCP Equipment Completed"" since June 2024.Retried undfer Non-Dox SR: CAS258961","[5/27 Abhishek]: Abhishek B to update the impact

[5/27 Abhishek]: Abhishek A (OSO) to send an email to Joe/team about the additional impacts.

[5/28 Abhishek]: Impacts is updated.",,,,
1-Jun-25,EQP3176107 BVE3176108,100145508,NA,NA,Interface,DCP Callback,NB call received on 8th May 25 to activate the BVE services with the backdate of 30th October 2024,"Interface/User: Here NB call delay as flow was stuck for DCp callback on ""Update DA/DL"" and we had SLA Breach GT opened for this delay too which user - Waalsh Maura"" assigned toi himself back in 31 Oct 2024 .This got complted now on rework from UI.Ideally SLA breach task assignee should take action in such case.Please refer below SR for more details. not in Amdocs Queue and hence comment not visible to us.
SR019554462
SR019577851","[5/21 Abhishek]: Venkat is going to check with user about the task which was delayed for alomost 6 months.

[5/21 Abhishek]: To backdate the customer till 90days back only based on the reveunce policy that we will do after user inputs

5/22- Kalyan- No update from the user.

[5/27 Abhishek]: Venkat still cheking with user, no inputs from them.
5/27-Kalyan: User Wlash said system delayed task & doesn't have an exact reason. He worked when there was a Rover ticket on it,


5/28 Saurabh - Approved to Patch, backdate the activation to 90 days

[5/29 Abhishek]: This is patched",708776134,,,
1-Jun-25,SAC2560506 BV2560517 BVE4014670 EQP4014669 EQP4014671,130470419,NA,NA, , ,NB call received on 6th May 2025 to activate the services with the backdate of 9th April 2025,"8/25 Saurabh
Here We have multiple LOB- BVE & BI with shared Site Access and BI was stuck due to data issue and previous handling at decomp activity as mentioned in CAS2577623. Please note this is working fine for other active instances. And this is single occurance till now in Rebill.","8/25 Saurabh- Discussed, this seems to be some old manual WA at OSO due to which BVE activation got delayed.

Comments from CAS2577623
Issue:  Sal Y Limon Restaurant - Wait for Decompose
Resolution: Marking this as data issue due to previous WA's.
Defect will be opened if similar instance found.

Thanks.",708748009,,,
1-Jun-25,EVCE2916873 UNI2916875 EQP2916874 SAC2916860,130299060,NA,NA, , ,NB call received on 3rd May 2025 to disconnect the services with the backdate of 31st Jan 2025,"User Education: User ""Gambell Michel"" delayed the NB user task - Suspend Ethernet Service","[5/27 Abhishek]: Sonalika/team to check with user about the dealy of the task.

[5/27 Abhishek]: Abhishek B to update the impact

5/28 Saurabh - Sonalika to check with user and update
5/28- CMP KIM Forte response:  I don't know what the exact issue was but, I know the Rover Offnet team and Rover team got involved and took care of some back office issues. I wasn't involved in the specifics of the issue.
Sales ordered Type II circuit twice incorrectly, and sales support attempted to cancel them and resubmit correctly. It should have been oDIA which finally went in correctly 1/28/25

5/28 - Discussed",708674896,,,
1-Jun-25,UNI3534727 EVCE3534728 EQP3534619 SAC3534435,130960597,NA,NA, , ,NB call received on 1st May 2025 to activate the services with the backdate of 18th Feb 2025,"Billing Cease call has been triggered from OSO side and also reached to SQO but as ABP confirmed this has not been ceased. Please open a SR. This need manual handling from OSO, SQO and ABP team. We will share the RCA with the SR. Mostly RCA would be own by SQO team.","5/27: raised CAS2631277

[5/27 Abhishek]: Sumantha to open SR for WA and RCA. Please assigned to Abhishek A (OSO)

[5/27 Abhishek]: Abhishek B to share the impact
5/28 Saurabh - Share the impact, RCA CAS2631277 is already sent back with reason WAD/User education
Angelo/Sonalika to check with user :
OSO-User education: User - Coehle Frankie sdelayed the manual GT- Capture Switch CM/NID3.0  from 18th Feb to 1st may 2025

RCA: User task delay : WAD

5/28 Angelo: Coehle Frankie advised it didn’t get completed thru automation for some reason

5/28 Saurabh - Approved to Patch, impact analysis is updated . We need to backdate to 90 days backdate date i.e 3/1/25

[5/29 Abhishek]: This is patched",,,,
1-Jun-25,EQP_411_3822606 SACM_411_3825025 BVE_411_3811479,131151631,NA,NA, , ,NB call received on 13th may to disconnect the BVE and EQP with the bakdate of 24th April 2025 and post that user used DTL feature to backdate the disconnect date from 24th April -> 7th March 25,This is due to waiting period of Regiesterd Timed Action.Working As Designed., ,,,,
1-Jun-25,EQP_411_3824940 EQP_411_3814295 SACM_411_3780215 BVE_411_3809578,131151869,NA,NA, , ,NB call received on 9th May 25 to disocnnect the BVE and EQP with the backdate of 28th Feb 25,User to confirm how he changed the PTD for disconnect order as we can see it has been set Hotcut but with different date. Please check for usage with TTU as PTD was changed multiple times even crossing the previous PTD. NB Delayed due to Hot cut Hard Disconnect Wait which was waiting for Provide flow. Better to track this issue with new SR as based on user/TTU input...we will check this further.This may be a defect.,"[5/21 Abhishek]: Dale is going to check with TTU team about the usage on this site
Sonalika/team to check with User why and How user has changed the PTD date multiple times.
Somnath/team will open SR once we will have inputs for above.

[5/21 Abhishek]: OSO to check with PDO after uses inputs and open defect.

[5/21 Deepthi]:
CPM comments: The order was completed back on 5/7. I am not able to see that information from the PMD i can possibly try to change the date on my end not sure it will work since i think its in PoNR

[5/27 Abhishek]: Dale will check with TTU team about the usage part.

Abhishek A to check in OSO for user name who changed PTD date multiple times

Somnath/team will open SR and tag to sonalika in chat
[5/27 Dale]: Old site should use disonnection date of 5/07/25. Call logs show conituous usage since its BVE service and numbers moved to the new location. Confimred with CPM on disconnection date.

5/27 Saurabh - No backdate needed, update the disco dates to 5/7 (instead of currently 2/28) and remove rebill entry for both below subscribers
1458831/EQP_411_3814295
1534539/BVE_411_3809578

[5/28 Abhishek]: Patched and removed from rebill.
 CAS2649204 Created.",,,,
1-Jun-25,UNI_451_3374464 EVCE_451_3381749 SACM_451_3379094 EQP_451_3375754,130938338,NA,NA, , ,NB call received on 15th May 25 to disocnnect the services with the backdate of 3rd Feb 25,"Here Flow was waiting on ""Hotcut Hard Disconnect Wait"" for Provide order which delayed the NB call.
(partail analysis and Abhishek A to provide the complete analysis tomorrow)

5/28 Saurabh (From OSO)
Here Flow was waiting on ""Hotcut Hard Disconnect Wait"" for Provide order which delayed the NB call. Also PTD was chenged multiple times by the user after reaching this activity. TTU to confirm usage stop date and if Usage stop date is not Feb then We may need to check with PDO as We suspect UD amend should have been triggered post PTD change. So on that basis we will conclude if its user eduactaion or any potential gap.","5/27 Saurabh - Pending due to partial analysis from OSO
5/28 Saurabh - Sonalika/Team to reach out to user to check on TTU usage. Complete OSO analysis is updated, depending on TTU usage date, if its not Feb'2025, OSO might need to check further with PDO's
5/28 Saurabh - Sonalika shared SR019549086 where PTD was changed to 2/3/25

[5/29 Abhishek]: Dale is checking with CPM about the PTD date for old sites.

[5/30 Abhishek]: Dale confirmed in offshore chat to change the expiration date from 3rd Feb-> 20th May and remove from rebill.

[5/30 Abhishek]: This is patched and removed from rebill",,,,
1-Jun-25,EQP_411_3953689 SACM_411_3894489 EQP_411_3925872 BVE_411_3890002,131159757,NA,NA, , ,NB call received on 15th May 25 to disocnnect the BVE and EQP with the backdate of 14th Feb 25,"Here NB Call got delayed as ""RELEASE_PONR"" flag was not released as expected by the system post UD Amend by User. Billing date is corrct. Internal mail initiated with Amdocs PDO for the RCA and its working. Will update on this as per the PDO's input.","5/27: raised CAS2631375

[5/27 Abhishek]: Abhishek A to open defect as PDO confirmed that this is defect.

[5/27 Abhishek]: Sumantha to open SR and assign to OSO (Abhishek A)
5/28 Saurabh - Defect 2882261 raised for CAS2631375",,,,
1-Jun-25, , , , , , , , ,"[5/27 Abhishek]: Dale will check the report and will provide the approval to patch such population

[5/28 Abhishek]: This is approved and to be patch.

[5/29 Abhishek]: Current impacted records are patched and we will also monitor new impact that will patch before to start EOC",,,,
1-Jun-25, , , , , , ,"[5/30 Abhishek]: There are 2 story point efforts provided for it and this will go as part of the feature.
WA script is under development phase.", ,"[6/2 - Biswajit] - Melissa Validated this as ""All Set"".",,,,
15-May-25,SACM_455_3293267 UNI_455_3294399 EVCE_455_3300819 EQP_455_3297040 EQP_455_3299921,130822047,OSite_801738_1, , , ,"NB came on 17-APR-25 to cease the services with the backate of 4th Dec, 2024","Interface  Issue: SNP team: NB Call got delayed due to SNP fallout on Core port turn Down which was completed by user- ""Kanchan Pragati"" on 16th april 2025

SR019575650
SNP Input:-
the router is misconfigured, there is no interface TenGigE 0/0/0/11.3926. Not an issue on SNP side.
Probably the interface was decommissioned manually prior to submitting Orion request in question.This is non dox issue.please check with SNP if more clarification needed", ,,,,
15-May-25,UNI_155_2169851 EVCE_155_2181195 SACM_155_2178467 EQP_155_2170397,130397997,OSite_636204_1, , , ,"NB came on 21-APR-25 to cease the services with the backate of 14th Jan, 2025","This is Cease order with Coupled Hotcut having PTD 14th Jan 2025. Here provide Flow was stuck till 21st march on ""Disconnect Network wait"" . Need to check further on multiple Amend on provide flow with PDO. Please raise a new SR.","5/12: Somnath/Sumanta to raise an SR for RCA.
5/12: User confirmation needed on PTD of cease of losing site and provide order for the gaining site (Customer 130397997) both since this is a move order. Anargha to check that
05/13: CAS2596327 created by Somnath.
5/13: Anargha is waiting for user's response
5/13 Anargha: Checked and confirmed with the user (Holder-Sweet, Ashley)
PTD of cease of losing and gaining site - 1/13",,,,
15-May-25,BVE3604779 EQP3604778,130824657,OSite_853588_1, , , ,NB came on 17-APR-25 to activate services with the date of 29-JAN-25,Please raise a SR . Here Final PTD set by the user was 16th April 2025 but DOC date is being picked for early date which needs to be checked with OSO PDO.Please confirm with User/TTU team for the Activation date parallely.,"5/7: Somnath to raise CA for Abhishek A. to check this further with PDOs
Sonalika/team would check with user/TTU , as to when they activated services
05/08: Raised CAS2586042
05/09-User confirmed the 4/16/25 is the correct date",708803651,,,
